Seq,Letter,Answer,Item,Category,Color,RNum,Num,Date,Count
309,F,False,Pig,Animal,Green,82.46,41,2020-12-23T08:00:00.000Z,1
310,B,No,Gold,Mineral,Pink,67.43,69,2020-11-27T08:00:00.000Z,1
311,W,No,Rhinoceros,Animal,Black,39.96,58,2020-11-30T08:00:00.000Z,1
312,G,So,Cactus,Vegetable,Brown,91.38,27,2020-11-28T08:00:00.000Z,1
313,S,False,Antelope,Animal,Pink,88.32,69,2020-12-17T08:00:00.000Z,1
314,T,Maybe,Cactus,Vegetable,White,51.43,96,2020-11-24T08:00:00.000Z,1
315,A,No,Tiger,Animal,Red,33.75,6,2020-12-15T08:00:00.000Z,1
316,E,True,Duck,Animal,Violet,70.15,46,2020-11-23T08:00:00.000Z,1
317,E,Maybe,Quartz,Mineral,Pink,63.24,36,2020-11-23T08:00:00.000Z,1
318,P,False,Squirrel,Animal,Violet,30.76,38,2020-12-06T08:00:00.000Z,1
319,I,Maybe,Lead,Mineral,Red,2.81,79,2020-11-30T08:00:00.000Z,1
320,D,True,Cactus,Vegetable,Brown,45.09,6,2020-12-07T08:00:00.000Z,1
321,R,No,Tree,Vegetable,Pink,38.13,73,2020-12-05T08:00:00.000Z,1
322,E,Maybe,Ruby,Mineral,Blue,86.46,71,2020-11-29T08:00:00.000Z,1
323,B,So,Tiger,Animal,Green,49.31,27,2020-11-24T08:00:00.000Z,1
324,L,Yes,Flower,Vegetable,Orange,46.98,97,2020-12-08T08:00:00.000Z,1
325,T,Yes,Gold,Mineral,Black,36.64,13,2020-12-13T08:00:00.000Z,1
326,T,No,Ruby,Mineral,Indigo,7.2,73,2020-12-02T08:00:00.000Z,1
327,F,True,Frog,Animal,Indigo,44.01,66,2020-12-14T08:00:00.000Z,1
328,P,No,Fish,Animal,Green,99.65,75,2020-12-19T08:00:00.000Z,1
329,Z,No,Wolf,Animal,Green,27.54,66,2020-12-04T08:00:00.000Z,1
330,J,So,Algae,Vegetable,Brown,71.33,61,2020-12-16T08:00:00.000Z,1
331,K,False,Quartz,Mineral,Black,28.18,62,2020-12-16T08:00:00.000Z,1
332,H,True,Silver,Mineral,Red,12.04,33,2020-12-18T08:00:00.000Z,1
333,S,Yes,Beaver,Animal,Red,34.44,72,2020-12-04T08:00:00.000Z,1
334,W,No,Quartz,Mineral,Red,69.04,18,2020-12-12T08:00:00.000Z,1
335,E,True,Algae,Vegetable,Brown,55.85,59,2020-11-26T08:00:00.000Z,1
336,G,Yes,Monkey,Animal,Black,37.82,52,2020-11-27T08:00:00.000Z,1
337,F,No,Rhinoceros,Animal,Violet,53.83,46,2020-12-05T08:00:00.000Z,1
338,I,So,Lead,Mineral,Green,63.65,73,2020-11-28T08:00:00.000Z,1
339,F,Maybe,Cat,Animal,Black,44.97,97,2020-12-22T08:00:00.000Z,1
340,S,Yes,Duck,Animal,Orange,79.24,88,2020-11-29T08:00:00.000Z,1
341,R,Yes,Shark,Animal,Indigo,61.21,2,2020-11-24T08:00:00.000Z,1
342,B,False,Pig,Animal,Blue,97.33,15,2020-11-27T08:00:00.000Z,1
343,F,True,Cactus,Vegetable,Pink,69.09,3,2020-12-07T08:00:00.000Z,1
344,X,No,Lion,Animal,Gray,11.56,89,2020-12-15T08:00:00.000Z,1
345,M,Yes,Gold,Mineral,Indigo,31.03,75,2020-11-24T08:00:00.000Z,1
346,S,False,Diamond,Mineral,Indigo,44.26,13,2020-12-12T08:00:00.000Z,1
347,F,No,Cactus,Vegetable,Red,76.6,66,2020-12-22T08:00:00.000Z,1
348,Q,False,Tree,Vegetable,Black,13.13,54,2020-12-01T08:00:00.000Z,1
349,N,So,Moss,Vegetable,Red,83.95,73,2020-12-22T08:00:00.000Z,1
350,B,True,Otter,Animal,Blue,22.14,43,2020-12-08T08:00:00.000Z,1
351,Z,False,Fern,Vegetable,Pink,5.88,55,2020-11-25T08:00:00.000Z,1
352,B,So,Quartz,Mineral,Purple,20.26,80,2020-11-30T08:00:00.000Z,1
353,G,Yes,Diamond,Mineral,Gray,84.86,89,2020-11-29T08:00:00.000Z,1
354,E,False,Zebra,Animal,Black,67.22,83,2020-12-17T08:00:00.000Z,1
355,T,Maybe,Lead,Mineral,Violet,89.46,33,2020-12-11T08:00:00.000Z,1
356,X,Maybe,Turtle,Animal,Red,97.77,73,2020-12-12T08:00:00.000Z,1
357,K,Maybe,Diamond,Mineral,Indigo,56.87,69,2020-12-14T08:00:00.000Z,1
358,J,Yes,Algae,Vegetable,Red,66.44,98,2020-12-04T08:00:00.000Z,1
359,N,Maybe,Quartz,Mineral,Pink,58.58,38,2020-12-01T08:00:00.000Z,1
360,E,False,Grass,Vegetable,Blue,99.13,85,2020-12-10T08:00:00.000Z,1
361,H,So,Diamond,Mineral,Violet,5.62,12,2020-11-24T08:00:00.000Z,1
362,N,True,Moss,Vegetable,Green,75.84,75,2020-11-25T08:00:00.000Z,1
363,E,Yes,Fish,Animal,Red,27.78,26,2020-12-20T08:00:00.000Z,1
364,I,True,Quartz,Mineral,White,42.15,12,2020-12-22T08:00:00.000Z,1
365,I,True,Algae,Vegetable,Blue,78.38,91,2020-11-26T08:00:00.000Z,1
366,V,No,Fern,Vegetable,Green,13.61,8,2020-12-06T08:00:00.000Z,1
367,C,Maybe,Otter,Animal,Orange,82.93,65,2020-12-02T08:00:00.000Z,1
368,Z,False,Lead,Mineral,Brown,44.76,20,2020-12-14T08:00:00.000Z,1
369,Q,No,Flower,Vegetable,Orange,22.46,43,2020-12-10T08:00:00.000Z,1
370,Y,False,Tree,Vegetable,Purple,54.97,37,2020-12-05T08:00:00.000Z,1
371,S,No,Diamond,Mineral,Brown,72.09,96,2020-11-24T08:00:00.000Z,1
372,O,So,Jade,Mineral,Blue,86.59,59,2020-12-16T08:00:00.000Z,1
373,E,Maybe,Fern,Vegetable,Gray,23.33,23,2020-12-06T08:00:00.000Z,1
374,W,Yes,Tree,Vegetable,Green,50.29,27,2020-12-06T08:00:00.000Z,1
375,M,So,Silver,Mineral,Black,96.3,81,2020-12-05T08:00:00.000Z,1
376,F,No,Rhinoceros,Animal,Pink,38.45,55,2020-12-16T08:00:00.000Z,1
377,Q,No,Silver,Mineral,Brown,4.94,19,2020-12-06T08:00:00.000Z,1
378,O,False,Beaver,Animal,Green,53.27,5,2020-11-23T08:00:00.000Z,1
379,S,False,Antelope,Animal,White,51.8,19,2020-12-21T08:00:00.000Z,1
380,V,So,Deer,Animal,Green,95.99,77,2020-12-15T08:00:00.000Z,1
381,E,No,Gold,Mineral,Violet,72.81,70,2020-12-03T08:00:00.000Z,1
382,I,So,Cactus,Vegetable,White,15.72,53,2020-11-26T08:00:00.000Z,1
383,Q,No,Quartz,Mineral,Blue,68.05,12,2020-12-05T08:00:00.000Z,1
384,Y,Maybe,Fern,Vegetable,Pink,40.88,48,2020-11-25T08:00:00.000Z,1
385,K,Maybe,Flower,Vegetable,Blue,45.1,35,2020-12-16T08:00:00.000Z,1
386,K,True,Cactus,Vegetable,Black,9.87,45,2020-11-26T08:00:00.000Z,1
387,U,True,Eagle,Animal,White,81.2,36,2020-12-15T08:00:00.000Z,1
388,K,No,Turtle,Animal,Pink,89.43,93,2020-11-26T08:00:00.000Z,1
389,G,So,Cougar,Animal,Pink,60.93,22,2020-12-15T08:00:00.000Z,1
390,D,True,Dog,Animal,Blue,90.52,91,2020-12-02T08:00:00.000Z,1
391,N,False,Dog,Animal,Black,47.78,68,2020-12-13T08:00:00.000Z,1
392,R,So,Flower,Vegetable,Brown,38.32,31,2020-12-11T08:00:00.000Z,1
393,T,Maybe,Diamond,Mineral,Brown,32.47,26,2020-11-27T08:00:00.000Z,1
394,S,True,Insect,Animal,Orange,61.86,23,2020-12-06T08:00:00.000Z,1
395,E,True,Flower,Vegetable,Indigo,34.45,87,2020-11-26T08:00:00.000Z,1
396,M,Yes,Lead,Mineral,Pink,68.87,27,2020-11-28T08:00:00.000Z,1
397,S,No,Flower,Vegetable,Green,1.64,77,2020-12-06T08:00:00.000Z,1
398,W,True,Eagle,Animal,Gray,5.37,1,2020-12-05T08:00:00.000Z,1
399,H,Maybe,Giraffe,Animal,Black,73.32,41,2020-12-21T08:00:00.000Z,1
400,Z,No,Rhinoceros,Animal,Indigo,81.9,85,2020-12-01T08:00:00.000Z,1
401,K,Yes,Moss,Vegetable,Black,91.27,34,2020-11-29T08:00:00.000Z,1
402,E,False,Moss,Vegetable,Gray,55.96,21,2020-11-29T08:00:00.000Z,1
403,E,True,Diamond,Mineral,Black,5.83,62,2020-12-01T08:00:00.000Z,1
404,F,Maybe,Bat,Animal,Brown,79.74,62,2020-12-15T08:00:00.000Z,1
405,M,So,Squirrel,Animal,Red,98.07,30,2020-12-21T08:00:00.000Z,1
406,H,True,Sheep,Animal,Violet,34.02,87,2020-12-07T08:00:00.000Z,1
407,Y,Maybe,Grass,Vegetable,Brown,85.83,5,2020-12-09T08:00:00.000Z,1
408,C,Maybe,Elephant,Animal,Green,66.97,87,2020-12-04T08:00:00.000Z,1
409,R,So,Silver,Mineral,White,53.85,37,2020-12-03T08:00:00.000Z,1
410,Q,True,Cactus,Vegetable,Gray,28.22,37,2020-11-27T08:00:00.000Z,1
411,K,Maybe,Cactus,Vegetable,Blue,94.97,18,2020-12-13T08:00:00.000Z,1
412,R,Yes,Snake,Animal,Brown,60.9,46,2020-12-01T08:00:00.000Z,1
413,E,Maybe,Fern,Vegetable,Orange,50.55,29,2020-11-27T08:00:00.000Z,1
414,P,Yes,Cactus,Vegetable,White,6.01,26,2020-12-02T08:00:00.000Z,1
415,W,Yes,Algae,Vegetable,Red,16.01,13,2020-12-17T08:00:00.000Z,1
416,J,Maybe,Shark,Animal,Red,77.95,63,2020-11-29T08:00:00.000Z,1
417,N,So,Grass,Vegetable,Purple,78.47,52,2020-12-14T08:00:00.000Z,1
418,Z,Yes,Deer,Animal,Orange,88.92,63,2020-11-29T08:00:00.000Z,1
419,O,Yes,Lion,Animal,Gray,20.96,10,2020-11-27T08:00:00.000Z,1
420,Y,So,Silver,Mineral,Violet,59.83,26,2020-11-25T08:00:00.000Z,1
421,A,No,Lizard,Animal,Black,37.05,46,2020-12-12T08:00:00.000Z,1
422,W,True,Rhinoceros,Animal,Orange,31.25,5,2020-12-22T08:00:00.000Z,1
423,J,So,Duck,Animal,Brown,87.23,70,2020-12-20T08:00:00.000Z,1
424,D,Maybe,Lead,Mineral,Violet,5.56,45,2020-11-23T08:00:00.000Z,1
425,C,True,Flower,Vegetable,White,12.18,7,2020-12-04T08:00:00.000Z,1
426,W,Maybe,Tree,Vegetable,Brown,95.25,74,2020-12-03T08:00:00.000Z,1
427,A,Yes,Algae,Vegetable,Violet,48.61,43,2020-12-23T08:00:00.000Z,1
428,V,No,Duck,Animal,Orange,72.17,30,2020-12-12T08:00:00.000Z,1
429,U,So,Horse,Animal,Purple,90.49,20,2020-12-22T08:00:00.000Z,1
430,H,No,Giraffe,Animal,Black,90.08,32,2020-12-10T08:00:00.000Z,1
431,A,Maybe,Zebra,Animal,Indigo,71.69,45,2020-12-05T08:00:00.000Z,1
432,W,Yes,Gold,Mineral,Red,19.72,4,2020-12-13T08:00:00.000Z,1
433,F,Maybe,Eagle,Animal,Red,82.82,6,2020-12-03T08:00:00.000Z,1
434,R,True,Quartz,Mineral,Indigo,4.89,6,2020-12-17T08:00:00.000Z,1
435,K,Yes,Fox,Animal,Brown,5.03,98,2020-12-14T08:00:00.000Z,1
436,D,Yes,Fern,Vegetable,Blue,63.39,66,2020-11-29T08:00:00.000Z,1
437,F,No,Pig,Animal,Red,95.33,43,2020-11-30T08:00:00.000Z,1
438,O,False,Shark,Animal,Green,32.17,35,2020-11-26T08:00:00.000Z,1
439,D,False,Tree,Vegetable,Indigo,61.57,90,2020-12-10T08:00:00.000Z,1
440,P,Yes,Lead,Mineral,Violet,50.37,27,2020-11-24T08:00:00.000Z,1
441,G,Maybe,Frog,Animal,Orange,60.88,66,2020-12-03T08:00:00.000Z,1
442,N,Yes,Duck,Animal,Black,88.77,71,2020-12-17T08:00:00.000Z,1
443,X,Maybe,Antelope,Animal,Green,0.8,35,2020-12-05T08:00:00.000Z,1
444,X,True,Silver,Mineral,Pink,74.69,22,2020-12-11T08:00:00.000Z,1
445,K,False,Fern,Vegetable,Gray,98,35,2020-11-29T08:00:00.000Z,1
446,P,Yes,Gold,Mineral,Orange,84.91,92,2020-12-11T08:00:00.000Z,1
447,V,False,Cactus,Vegetable,Red,53.14,28,2020-12-03T08:00:00.000Z,1
448,W,False,Jade,Mineral,Indigo,24.69,87,2020-12-07T08:00:00.000Z,1
449,G,No,Moss,Vegetable,Red,82.49,63,2020-12-22T08:00:00.000Z,1
450,N,Maybe,Tree,Vegetable,Indigo,60.1,78,2020-11-30T08:00:00.000Z,1
451,K,True,Rhinoceros,Animal,Gray,40.55,33,2020-11-28T08:00:00.000Z,1
452,K,False,Duck,Animal,Indigo,2.92,8,2020-12-08T08:00:00.000Z,1
453,E,True,Ruby,Mineral,Pink,94.67,15,2020-12-20T08:00:00.000Z,1
454,M,So,Jade,Mineral,Purple,73.69,80,2020-11-26T08:00:00.000Z,1
455,O,No,Algae,Vegetable,Gray,19.5,6,2020-12-13T08:00:00.000Z,1
456,X,True,Moss,Vegetable,Red,42,80,2020-11-29T08:00:00.000Z,1
457,W,Maybe,Otter,Animal,Black,73.37,53,2020-12-21T08:00:00.000Z,1
458,M,True,Tiger,Animal,Purple,16.67,36,2020-12-03T08:00:00.000Z,1
459,T,Yes,Cow,Animal,Red,4.52,24,2020-12-11T08:00:00.000Z,1
460,J,True,Moss,Vegetable,Orange,63.77,58,2020-12-05T08:00:00.000Z,1
461,P,Yes,Gold,Mineral,Red,3.31,89,2020-11-26T08:00:00.000Z,1
462,A,So,Diamond,Mineral,Indigo,64.82,59,2020-12-08T08:00:00.000Z,1
463,U,Maybe,Fern,Vegetable,Gray,45.21,100,2020-12-16T08:00:00.000Z,1
464,E,No,Grass,Vegetable,Orange,41.11,74,2020-11-24T08:00:00.000Z,1
465,A,Yes,Hippopotamus,Animal,White,69.88,4,2020-12-07T08:00:00.000Z,1
466,E,So,Jade,Mineral,Orange,52.1,2,2020-12-11T08:00:00.000Z,1
467,U,True,Flower,Vegetable,Black,75.78,89,2020-12-05T08:00:00.000Z,1
468,J,False,Turtle,Animal,Orange,21.09,82,2020-12-09T08:00:00.000Z,1
469,U,No,Algae,Vegetable,Green,58.97,73,2020-12-07T08:00:00.000Z,1
470,C,So,Diamond,Mineral,Purple,13.7,96,2020-12-01T08:00:00.000Z,1
471,B,No,Eagle,Animal,Violet,74.11,55,2020-11-28T08:00:00.000Z,1
472,U,No,Tree,Vegetable,White,91.18,57,2020-12-17T08:00:00.000Z,1
473,P,Maybe,Flower,Vegetable,Pink,98.89,60,2020-12-21T08:00:00.000Z,1
474,E,False,Grass,Vegetable,Green,8.7,83,2020-11-26T08:00:00.000Z,1
475,R,False,Diamond,Mineral,Indigo,30.29,90,2020-12-22T08:00:00.000Z,1
476,A,So,Bear,Animal,Brown,95.29,20,2020-11-26T08:00:00.000Z,1
477,S,No,Wolf,Animal,Indigo,81.61,80,2020-11-29T08:00:00.000Z,1
478,I,True,Grass,Vegetable,White,88.2,71,2020-12-17T08:00:00.000Z,1
479,C,True,Diamond,Mineral,Black,70.28,23,2020-12-07T08:00:00.000Z,1
480,K,Yes,Flower,Vegetable,Black,71.5,50,2020-11-24T08:00:00.000Z,1
481,V,Maybe,Flower,Vegetable,Green,57.75,21,2020-12-02T08:00:00.000Z,1
482,T,So,Hippopotamus,Animal,Green,82.92,91,2020-12-09T08:00:00.000Z,1
483,M,Yes,Moss,Vegetable,Indigo,81.76,57,2020-12-09T08:00:00.000Z,1
484,G,False,Lead,Mineral,Black,56.43,80,2020-12-13T08:00:00.000Z,1
485,Z,Maybe,Quartz,Mineral,Black,45.35,54,2020-12-14T08:00:00.000Z,1
486,S,False,Flower,Vegetable,Indigo,35.27,76,2020-12-08T08:00:00.000Z,1
487,F,Yes,Cat,Animal,Gray,35.04,53,2020-12-10T08:00:00.000Z,1
488,R,No,Jade,Mineral,Indigo,2.96,38,2020-12-16T08:00:00.000Z,1
489,W,No,Fern,Vegetable,Blue,51.3,17,2020-11-26T08:00:00.000Z,1
490,Z,True,Tree,Vegetable,Black,44.43,43,2020-12-01T08:00:00.000Z,1
491,O,So,Jade,Mineral,Brown,32.22,38,2020-12-10T08:00:00.000Z,1
492,W,Yes,Snake,Animal,Indigo,49.84,47,2020-12-20T08:00:00.000Z,1
493,Q,False,Cactus,Vegetable,Black,32.7,38,2020-12-08T08:00:00.000Z,1
494,X,False,Quartz,Mineral,Red,7.04,94,2020-12-20T08:00:00.000Z,1
495,I,Maybe,Grass,Vegetable,Green,63.27,19,2020-12-21T08:00:00.000Z,1
496,D,So,Moss,Vegetable,White,30.73,26,2020-11-27T08:00:00.000Z,1
497,O,True,Jade,Mineral,Pink,16.73,60,2020-12-18T08:00:00.000Z,1
498,K,False,Tree,Vegetable,Violet,49.96,46,2020-12-01T08:00:00.000Z,1
499,H,False,Lead,Mineral,Violet,89.76,98,2020-11-28T08:00:00.000Z,1
500,G,True,Fern,Vegetable,Violet,59.47,12,2020-12-01T08:00:00.000Z,1
501,Y,Yes,Fern,Vegetable,Pink,79.42,73,2020-12-14T08:00:00.000Z,1
502,I,Maybe,Gold,Mineral,Indigo,90.42,33,2020-12-13T08:00:00.000Z,1
503,X,No,Frog,Animal,Violet,12.47,93,2020-11-25T08:00:00.000Z,1
504,V,Yes,Silver,Mineral,Orange,82.65,82,2020-12-14T08:00:00.000Z,1
505,W,Maybe,Moss,Vegetable,Brown,82.44,18,2020-12-02T08:00:00.000Z,1
506,Z,No,Hippopotamus,Animal,Indigo,1.23,92,2020-11-29T08:00:00.000Z,1
507,B,No,Zebra,Animal,Indigo,1.04,98,2020-12-17T08:00:00.000Z,1
508,S,False,Wolf,Animal,Pink,74.62,79,2020-12-09T08:00:00.000Z,1
509,F,No,Flower,Vegetable,Orange,27.25,9,2020-12-23T08:00:00.000Z,1
510,G,Maybe,Silver,Mineral,Indigo,47.15,88,2020-12-18T08:00:00.000Z,1
511,D,False,Lead,Mineral,Purple,29.48,79,2020-12-11T08:00:00.000Z,1
512,K,No,Ruby,Mineral,Orange,13.44,2,2020-12-11T08:00:00.000Z,1
513,W,False,Tree,Vegetable,Violet,78.22,94,2020-11-30T08:00:00.000Z,1
514,L,True,Elephant,Animal,Green,75.14,10,2020-11-27T08:00:00.000Z,1
515,B,Maybe,Gold,Mineral,Black,70.58,9,2020-12-09T08:00:00.000Z,1
516,T,No,Cow,Animal,Blue,29.52,81,2020-12-02T08:00:00.000Z,1
517,K,Yes,Cow,Animal,Gray,83.79,3,2020-12-14T08:00:00.000Z,1
518,E,Yes,Diamond,Mineral,Pink,42.62,1,2020-12-15T08:00:00.000Z,1
519,F,Maybe,Kangaroo,Animal,White,30.19,84,2020-12-22T08:00:00.000Z,1
520,L,No,Antelope,Animal,Purple,14.76,60,2020-12-17T08:00:00.000Z,1
521,R,So,Cactus,Vegetable,Orange,57.15,29,2020-12-18T08:00:00.000Z,1
522,U,No,Algae,Vegetable,Gray,99.28,98,2020-12-05T08:00:00.000Z,1
523,Z,True,Silver,Mineral,Black,5.82,48,2020-12-05T08:00:00.000Z,1
524,F,True,Cactus,Vegetable,Purple,66.17,69,2020-12-19T08:00:00.000Z,1
525,U,Yes,Silver,Mineral,Pink,74.38,32,2020-12-20T08:00:00.000Z,1
526,C,False,Frog,Animal,Red,99,6,2020-11-24T08:00:00.000Z,1
527,N,True,Jade,Mineral,White,27.1,93,2020-12-07T08:00:00.000Z,1
528,V,No,Lead,Mineral,Pink,20.75,87,2020-12-02T08:00:00.000Z,1
529,D,So,Moss,Vegetable,Gray,20.32,77,2020-12-22T08:00:00.000Z,1
530,U,Yes,Turtle,Animal,Brown,68.83,61,2020-12-20T08:00:00.000Z,1
531,L,False,Tree,Vegetable,Gray,5.85,74,2020-12-21T08:00:00.000Z,1
532,A,True,Antelope,Animal,Red,65.9,14,2020-12-06T08:00:00.000Z,1
533,N,So,Jade,Mineral,Orange,14.23,16,2020-12-05T08:00:00.000Z,1
534,B,False,Algae,Vegetable,Blue,91.38,94,2020-12-21T08:00:00.000Z,1
535,S,No,Jade,Mineral,Purple,81.01,72,2020-12-07T08:00:00.000Z,1
536,E,True,Silver,Mineral,Black,42.24,60,2020-12-10T08:00:00.000Z,1
537,X,Yes,Quartz,Mineral,Red,0.32,22,2020-11-25T08:00:00.000Z,1
538,Q,False,Lead,Mineral,Red,70.77,10,2020-12-20T08:00:00.000Z,1
539,J,True,Lion,Animal,Brown,97.2,18,2020-12-12T08:00:00.000Z,1
540,A,False,Moss,Vegetable,Red,80.28,98,2020-12-22T08:00:00.000Z,1
541,E,Yes,Tree,Vegetable,Orange,86.5,45,2020-12-12T08:00:00.000Z,1
542,A,So,Eagle,Animal,Pink,88.55,86,2020-12-20T08:00:00.000Z,1
543,E,No,Eagle,Animal,Orange,57.61,35,2020-12-13T08:00:00.000Z,1
544,Z,No,Fox,Animal,Red,51.53,49,2020-11-27T08:00:00.000Z,1
545,Y,Maybe,Silver,Mineral,Purple,64.47,83,2020-12-05T08:00:00.000Z,1
546,S,True,Tree,Vegetable,Purple,44.88,66,2020-12-22T08:00:00.000Z,1
547,S,Yes,Fern,Vegetable,Indigo,32.29,59,2020-12-21T08:00:00.000Z,1
548,V,So,Silver,Mineral,Brown,44.95,93,2020-11-28T08:00:00.000Z,1
549,U,Yes,Ruby,Mineral,Violet,63.87,87,2020-12-07T08:00:00.000Z,1
550,V,Yes,Ruby,Mineral,Pink,97.89,78,2020-12-11T08:00:00.000Z,1
551,M,No,Ruby,Mineral,Orange,92.64,81,2020-12-02T08:00:00.000Z,1
552,N,True,Gold,Mineral,Violet,42.92,93,2020-11-27T08:00:00.000Z,1
553,Q,True,Ruby,Mineral,Black,26.65,85,2020-11-25T08:00:00.000Z,1
554,G,Maybe,Quartz,Mineral,Brown,42.09,78,2020-12-07T08:00:00.000Z,1
555,M,So,Jade,Mineral,Orange,26.06,74,2020-12-12T08:00:00.000Z,1
556,K,No,Flower,Vegetable,Blue,70.17,13,2020-12-21T08:00:00.000Z,1
557,T,False,Grass,Vegetable,Violet,65.51,63,2020-12-18T08:00:00.000Z,1
558,Y,Maybe,Eagle,Animal,Gray,41.63,62,2020-12-07T08:00:00.000Z,1
559,B,No,Jade,Mineral,Orange,60.98,30,2020-12-08T08:00:00.000Z,1
560,F,Yes,Diamond,Mineral,Gray,14.48,7,2020-11-26T08:00:00.000Z,1
561,F,No,Lizard,Animal,Brown,39.92,10,2020-12-22T08:00:00.000Z,1
562,N,Maybe,Algae,Vegetable,Purple,74.11,86,2020-12-22T08:00:00.000Z,1
563,E,True,Jade,Mineral,Orange,72.02,96,2020-12-12T08:00:00.000Z,1
564,B,No,Algae,Vegetable,Indigo,38.63,34,2020-12-12T08:00:00.000Z,1
565,B,True,Moss,Vegetable,Green,36.99,26,2020-12-21T08:00:00.000Z,1
566,C,Maybe,Gold,Mineral,Pink,27.74,88,2020-11-24T08:00:00.000Z,1
567,J,No,Snake,Animal,Blue,45.51,81,2020-11-26T08:00:00.000Z,1
568,S,False,Moss,Vegetable,Black,71.43,9,2020-12-21T08:00:00.000Z,1
569,O,Maybe,Grass,Vegetable,Black,37.39,16,2020-12-21T08:00:00.000Z,1
570,V,No,Ruby,Mineral,Violet,52.98,79,2020-11-29T08:00:00.000Z,1
571,B,No,Flower,Vegetable,White,67.97,36,2020-12-20T08:00:00.000Z,1
572,S,False,Tree,Vegetable,Brown,81.55,45,2020-12-12T08:00:00.000Z,1
573,Z,True,Ruby,Mineral,Orange,12.09,99,2020-12-04T08:00:00.000Z,1
574,H,Yes,Ruby,Mineral,Pink,75.37,4,2020-12-05T08:00:00.000Z,1
575,L,No,Silver,Mineral,Gray,87.58,90,2020-12-07T08:00:00.000Z,1
576,S,So,Grass,Vegetable,Violet,58.48,3,2020-12-18T08:00:00.000Z,1
577,D,So,Diamond,Mineral,Gray,81.61,17,2020-12-12T08:00:00.000Z,1
578,C,So,Jade,Mineral,Indigo,39.35,91,2020-12-03T08:00:00.000Z,1
579,Z,Yes,Algae,Vegetable,Black,27.29,13,2020-12-21T08:00:00.000Z,1
580,Z,No,Silver,Mineral,Pink,81.21,26,2020-12-13T08:00:00.000Z,1
581,R,Maybe,Tree,Vegetable,Orange,2.48,97,2020-11-23T08:00:00.000Z,1
582,C,Yes,Turtle,Animal,Gray,12.8,23,2020-12-15T08:00:00.000Z,1
583,R,Yes,Flower,Vegetable,Gray,31.86,51,2020-12-16T08:00:00.000Z,1
584,U,Maybe,Lizard,Animal,Black,94.01,22,2020-11-28T08:00:00.000Z,1
585,L,False,Fern,Vegetable,Purple,58.43,90,2020-12-16T08:00:00.000Z,1
586,D,So,Lead,Mineral,Red,33.13,13,2020-12-15T08:00:00.000Z,1
587,I,False,Fern,Vegetable,Black,27.59,89,2020-12-08T08:00:00.000Z,1
588,A,No,Tree,Vegetable,Red,1.52,79,2020-11-25T08:00:00.000Z,1
589,L,So,Jade,Mineral,Pink,19.01,41,2020-12-20T08:00:00.000Z,1
590,S,So,Diamond,Mineral,Pink,49.08,69,2020-12-21T08:00:00.000Z,1
591,X,False,Ruby,Mineral,Green,80.27,14,2020-12-10T08:00:00.000Z,1
592,I,No,Lead,Mineral,Green,27.77,21,2020-11-29T08:00:00.000Z,1
593,X,True,Cougar,Animal,Red,6.94,15,2020-12-13T08:00:00.000Z,1
594,E,False,Frog,Animal,Blue,3.23,51,2020-12-11T08:00:00.000Z,1
595,G,False,Diamond,Mineral,White,40.21,89,2020-11-27T08:00:00.000Z,1
596,R,No,Moss,Vegetable,Green,62.97,45,2020-12-21T08:00:00.000Z,1
597,Z,Maybe,Gold,Mineral,Blue,83.17,27,2020-12-02T08:00:00.000Z,1
598,L,No,Bat,Animal,Indigo,99.56,21,2020-12-18T08:00:00.000Z,1
599,I,Yes,Lead,Mineral,White,52.26,71,2020-12-01T08:00:00.000Z,1
600,B,True,Fern,Vegetable,Blue,17.84,44,2020-12-16T08:00:00.000Z,1
601,Z,Maybe,Whale,Animal,Purple,84.94,31,2020-12-22T08:00:00.000Z,1
602,S,True,Quartz,Mineral,Purple,69.7,11,2020-12-05T08:00:00.000Z,1
603,Z,Yes,Ruby,Mineral,Blue,32.79,72,2020-12-12T08:00:00.000Z,1
604,I,No,Whale,Animal,Black,91.93,91,2020-12-21T08:00:00.000Z,1
605,G,Maybe,Shark,Animal,Indigo,4.96,59,2020-11-28T08:00:00.000Z,1
606,I,So,Flower,Vegetable,Purple,90.44,48,2020-12-03T08:00:00.000Z,1
607,U,Maybe,Quartz,Mineral,Blue,84.75,31,2020-12-10T08:00:00.000Z,1
608,Z,No,Lead,Mineral,Indigo,65.96,58,2020-12-03T08:00:00.000Z,1
609,R,True,Bird,Animal,Red,74.27,18,2020-11-28T08:00:00.000Z,1
610,Y,False,Cow,Animal,Black,62.32,92,2020-12-08T08:00:00.000Z,1
611,F,Yes,Bird,Animal,Purple,46.85,8,2020-12-08T08:00:00.000Z,1
612,C,Maybe,Gold,Mineral,Pink,91.31,91,2020-11-29T08:00:00.000Z,1
613,E,False,Lizard,Animal,White,78.26,50,2020-12-20T08:00:00.000Z,1
614,M,True,Tree,Vegetable,Green,9.55,65,2020-12-14T08:00:00.000Z,1
615,D,True,Lead,Mineral,Brown,49.26,32,2020-12-02T08:00:00.000Z,1
616,O,Maybe,Gold,Mineral,Orange,63.92,75,2020-12-05T08:00:00.000Z,1
617,D,Maybe,Turtle,Animal,Indigo,30.4,71,2020-11-28T08:00:00.000Z,1
